Model,Mean_R2,Mean_MAE,Mean_RMSE,Mean_MSE,Mean_MAPE,Std_R2,CrossDataset_Rank
ExoTST,0.40475460886955256,5.259626150131226,8.847410484125225,78.50769424438477,471.8332767486572,0.09548532902852236,1
iTransformer,0.3828793168067932,5.105178117752075,9.016847565377269,81.40824127197266,413.40770721435547,0.06703557408094121,2
LightGBM,0.37607529759407043,5.149919271469116,9.06369222222694,82.3000717163086,403.94235849380493,0.07967714197014726,3
PatchTST,0.3673524260520935,5.315082550048828,9.12742088806538,83.45186233520508,497.2630023956299,0.07834643952211283,4
TCN,0.35135337710380554,5.324909448623657,9.247000431168203,85.57398223876953,417.82160997390747,0.05601944155140629,5
Informer,0.35068655014038086,5.452308416366577,9.246686588581788,85.6498794555664,394.254469871521,0.08115114370311877,6
GRU,0.3339535593986511,5.41850209236145,9.36675038033125,87.86071014404297,473.45075607299805,0.07575145805929706,7
LSTM,0.3140033781528473,5.491988897323608,9.50110002084968,90.48246765136719,495.8635926246643,0.09866952343352046,8
